Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5182,Valkyrie Profile: Lenneth,PC4,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36
5183,Tiger Woods PGA Tour 09,PC4,2008,Sports,Electronic Arts,0.07,0.19,0,0.1,0.36
5184,Metro: Last Light,X360,2013,Action,Deep Silver,0.17,0.16,0,0.03,0.36
5185,Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.13,0,0.03,0.36
5186,LocoRoco 2,PC4,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
5187,Monster Rancher 3,PC4,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36
5188,The Incredibles: Rise of the Underminer,PC4,2005,Action,THQ,0.18,0.14,0,0.05,0.36
5189,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.09,0,0.03,0.36
5190,BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36
5191,MechWarrior 2: 31st Century Combat,PC,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36
5192,Earth Defense Force 2025,PC4,2013,Shooter,D3Publisher,0.04,0.03,0.27,0.02,0.36
5193,Hamtaro: Ham-Ham Heartbreak,PC,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36
5194,Okage: Shadow King,PC4,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36
5195,Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft,0.33,0,0,0.03,0.36
5196,Mobile Suit Z-Gundam,PC,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36
5197,Cubix Robots for Everyone: Clash 'n' Bash,PC,N/A,Action,Unknown,0.26,0.1,0,0.01,0.36
5198,Tropico 4,X360,N/A,Strategy,Kalypso Media,0.2,0.13,0,0.03,0.36
5199,Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0,0.03,0.36
5200,NHL 2K10,Wii,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.03,0.36
5201,Assassin's Creed III,Wii,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.36
5202,Kirby's Dream Land 3,PC,1997,Platform,Nintendo,0,0,0.36,0,0.36
5203,Big Bass World Championship,PC,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36
5204,NFL GameDay 2001,PC4,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
5205,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36
5206,Jurassic Park,Wii,1993,Action,Ocean,0.25,0.1,0,0.01,0.36
5207,Mystical Ninja starring Goemon,X360,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
5208,Tetrisphere,X360,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36
5209,Saban's Power Rangers: Lightspeed Rescue,X360,2000,Action,THQ,0.29,0.06,0,0,0.36
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PC4,2013,Fighting,Marvelous Entertainment,0.13,0.02,0.16,0.05,0.36
5211,North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36
5212,World's Scariest Police Chases,PC,2001,Racing,Activision,0.2,0.14,0,0.02,0.36
5213,Guitar Hero: Smash Hits,PC4,2009,Misc,Activision,0.2,0.11,0,0.05,0.36
5214,Shaun Palmer's Pro Snowboarder,PC,2001,Sports,Activision,0.26,0.1,0,0.01,0.36
5215,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.36
5216,MechAssault 2: Lone Wolf,X360,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36
5217,Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.04,0.36
5218,Hamster Club 3,PC,2002,Simulation,Jorudan,0,0,0.35,0.01,0.36
5219,Breath of Fire II,PC,1994,Role-Playing,Laguna,0,0,0.36,0,0.36
5220,Call of Duty: Ghosts,Wii,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36
5221,LEGO Racers,PC,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36
5222,NBA 2K12,Wii,2011,Sports,Take-Two Interactive,0.3,0.03,0,0.02,0.36
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.36
5224,Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios,0.27,0.06,0,0.03,0.36
5225,ESPN NFL Football,X360,2003,Sports,Sega,0.27,0.08,0,0.01,0.36
5226,ATV/Monster Truck Mayhem,Wii,2007,Racing,"Destination Software, Inc",0.33,0,0,0.02,0.36
5227,Naruto: Ultimate Ninja 3 (JP sales),PC4,2005,Fighting,Atari,0,0,0.36,0,0.36
5228,Just Dance 2016,X360,2015,Misc,Ubisoft,0.23,0.1,0,0.03,0.36
5229,Worms: Open Warfare 2,Wii,2007,Strategy,THQ,0.07,0.25,0,0.04,0.36
5230,Rapala Pro Fishing,PC4,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36
5231,J-League Pro Soccer Club o Tsukurou '04,PC4,2004,Sports,Sega,0,0,0.36,0,0.36
5232,Dark Void,PC4,2010,Action,Capcom,0.18,0.12,0,0.06,0.36
5233,James Bond 007: Legends,PC4,2012,Shooter,Activision,0.11,0.17,0,0.07,0.36
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PC4,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36
5235,WWE '12,Wii,2011,Fighting,THQ,0.24,0.09,0,0.03,0.36
5236,Disney's The Haunted Mansion,PC4,2003,Platform,Take-Two Interactive,0.18,0.14,0,0.05,0.36
5237,Arc the Lad: Twilight of the Spirits,PC4,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36
5238,Dance Dance Revolution 3rdMix,PC,2000,Simulation,Konami Digital Entertainment,0,0,0.33,0.02,0.36
5239,Ryu Ga Gotoku Kenzan!,PC4,2008,Adventure,Sega,0,0,0.36,0,0.36
5240,U-Sing,Wii,2009,Misc,Mindscape,0,0.32,0,0.03,0.36
5241,Super Robot Taisen A,PC,2001,Strategy,Banpresto,0,0,0.35,0.01,0.36
5242,Tomb Raider (2013),PC,N/A,Action,Square Enix,0.06,0.25,0,0.05,0.36
5243,Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing,0.33,0.01,0,0.02,0.36
5244,Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.05,0.36
5245,Defiance,PC4,2013,Shooter,Trion Worlds,0.19,0.11,0,0.05,0.36
5246,We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,0,0.31,0,0.05,0.36
5247,Boxer's Road,PC,1995,Fighting,New,0,0,0.33,0.02,0.36
5248,Frogs And Flies,X360,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36
5249,DanceDanceRevolution,Wii,2010,Simulation,Konami Digital Entertainment,0.29,0.04,0,0.02,0.36
5250,Harry Potter and the Chamber of Secrets,X360,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36
5251,EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0.1,0,0.03,0.36
5252,Toriko: Gourmet Survival!,PC4,2011,Role-Playing,Namco Bandai Games,0,0,0.36,0,0.36
5253,South Park Rally,PC,1998,Racing,Acclaim Entertainment,0.2,0.13,0,0.02,0.36
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,PC,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36
5255,Monopoly,PC4,2008,Misc,Electronic Arts,0.25,0.06,0,0.04,0.36
5256,Mega Man Zero Collection,Wii,2010,Platform,Capcom,0.21,0.02,0.11,0.02,0.36
5257,Arctic Thunder,PC4,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36
5258,G-Force,PC4,2009,Action,Electronic Arts,0.24,0.07,0,0.05,0.36
5259,NHL 2K10,PC4,2009,Sports,Take-Two Interactive,0.17,0.14,0,0.05,0.36
5260,Football Manager Handheld 2010,PC4,2009,Sports,Sega,0,0.26,0,0.09,0.36
5261,J-League Pro Soccer Club o Tsukurou!,Wii,1999,Sports,Sega,0,0,0.36,0,0.36
5262,Wonder Pets! Save the Animals!,Wii,2008,Adventure,Take-Two Interactive,0.33,0,0,0.02,0.36
5263,Formula 1 Championship Edition,PC,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36
5264,Shrek,X360,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36
5265,CSI: Deadly Intent - The Hidden Cases,Wii,2009,Adventure,Ubisoft,0.16,0.16,0,0.04,0.35
5266,SOCOM: Tactical Strike,PC4,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35
5267,Blasto,PC,1998,Action,Sony Computer Entertainment,0.2,0.13,0,0.02,0.35
5268,Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35
5269,Backyard Baseball 2006,PC,2005,Sports,Atari,0.25,0.09,0,0.01,0.35
5270,Dark Souls III,X360,2016,Role-Playing,Namco Bandai Games,0.23,0.09,0,0.03,0.35
5271,Cabela's Outdoor Adventures (2006),PC4,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35
5272,Nicktoons: Unite!,PC,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35
5273,Suikoden V,PC4,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35
5274,Picross 2,Wii,1996,Puzzle,Nintendo,0,0,0.35,0,0.35
5275,Remember Me,PC4,2013,Action,Capcom,0.1,0.18,0,0.07,0.35
5276,Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35
5277,Outlaw Golf 2,PC4,2004,Sports,Global Star,0.17,0.14,0,0.05,0.35
5278,SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.25,0.07,0,0.03,0.35
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,X360,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35
5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PC4,2010,Sports,Sega,0.09,0.2,0,0.07,0.35
5281,Momotarou Dentetsu 12,PC4,2003,Misc,Hudson Soft,0,0,0.35,0,0.35
5282,Mini Ninjas,PC4,2009,Action,Eidos Interactive,0.14,0.16,0,0.06,0.35
5283,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35
5284,Batman: Rise of Sin Tzu,PC4,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35
5285,Disney's Tarzan: Return to the Jungle,PC,2002,Action,Activision,0.25,0.09,0,0.01,0.35
5286,Cabela's Dangerous Hunts,X360,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35
5287,Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35
5288,Jikkyou Powerful Pro Yakyuu 13,PC4,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
5289,Fossil Fighters: Frontier,X360,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35
5290,Star Fox: Zero,Wii,2016,Shooter,Nintendo,0.16,0.1,0.07,0.03,0.35
5291,Mega Man X3,PC,1995,Action,Laguna,0.04,0.01,0.3,0,0.35
5292,Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.17,0.15,0,0.04,0.35
5293,Stunt Race FX,PC,1993,Racing,Nintendo,0,0,0.35,0,0.35
5294,Bloody Roar 3,PC4,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35
5295,WWE Crush Hour,PC4,2003,Racing,THQ,0.17,0.13,0,0.04,0.35
5296,Persona 2: Eternal Punishment,PC,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35
5297,Star Wars: Flight of the Falcon,PC,2003,Action,THQ,0.25,0.09,0,0.01,0.35
5298,One Piece: Gigant Battle 2 Shin Sekai,Wii,2011,Fighting,Namco Bandai Games,0,0,0.35,0,0.35
5299,Pac-Man All-Stars,PC4,2011,Fighting,Namco Bandai Games,0.2,0.08,0.04,0.04,0.35
5300,Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.31,0.02,0,0.02,0.35
5301,SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.3,0.03,0,0.03,0.35
5302,Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios,0.13,0.18,0,0.04,0.35
5303,Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.21,0.1,0,0.03,0.35
5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,N/A,Action,N/A,0.15,0.05,0.14,0.01,0.35
5305,Mega Man ZX Advent,Wii,2007,Platform,Capcom,0.23,0,0.09,0.02,0.35
5306,Jikkyou Powerful Pro Yakyuu 2000,X360,2000,Sports,Konami Digital Entertainment,0,0,0.29,0.06,0.35
5307,Sniper: Ghost Warrior 2,PC4,2013,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35
5308,Racquet Sports,PC4,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.35
5309,Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.18,0.14,0,0.03,0.35
5310,Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.1,0,0.03,0.35
5311,Resident Evil: Dead Aim,PC4,2003,Action,Capcom,0.17,0.13,0,0.04,0.35
5312,Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PC,2003,Action,THQ,0.25,0.09,0,0.01,0.35
5314,SpongeBob SquarePants: The Yellow Avenger,Wii,2005,Action,THQ,0.32,0,0,0.02,0.35
5315,The Fairly Odd Parents: Shadow Showdown,PC4,2004,Platform,THQ,0.17,0.13,0,0.04,0.35
5316,Saban's Power Rangers: Lightspeed Rescue,PC,2000,Action,THQ,0.19,0.13,0,0.02,0.35
5317,Xbox Music Mixer,X360,2003,Misc,Microsoft Game Studios,0.26,0.08,0,0.01,0.35
5318,WWE All Stars,X360,2011,Fighting,THQ,0.18,0.14,0,0.03,0.35
5319,The Shoot,PC4,2010,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06,0.35
5320,College Hoops 2K8,PC4,2007,Sports,Take-Two Interactive,0.17,0.13,0,0.04,0.35
5321,Guitar Hero: Metallica,PC4,2009,Misc,Activision,0.17,0.13,0,0.04,0.35
5322,Guilty Gear X2,PC4,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35
5323,MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35
5324,Yu-Gi-Oh! 5D's Tag Force 5,PC4,2010,Strategy,Konami Digital Entertainment,0.13,0.05,0.14,0.03,0.35
5325,Enemy Territory: Quake Wars,PC4,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35
5326,Tom Clancy's Rainbow Six: Lockdown,PC4,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35
5327,From TV Animation One Piece: Tobidase Kaizokudan!,PC,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,0.35
5328,The Tale of Despereaux,PC4,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35
5329,Aggressive Inline,PC4,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35
5330,Karaoke Revolution,PC4,2003,Misc,Konami Digital Entertainment,0.17,0.13,0,0.04,0.35
5331,NFL Street,PC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35
5332,Hello Kitty Daily,Wii,2008,Misc,Nobilis,0.32,0,0,0.03,0.35
5333,Metal Arms: Glitch in the System,PC4,2003,Shooter,Vivendi Games,0.17,0.13,0,0.04,0.35
5334,Farming Simulator 2015,PC4,2015,Simulation,Koch Media,0.1,0.2,0,0.05,0.35
5335,Jikkyou Powerful Pro Yakyuu 7,PC4,2000,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
5336,Rally Cross 2,PC,1998,Racing,989 Studios,0.19,0.13,0,0.02,0.35
5337,EverGrace,PC4,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35
5338,Def Jam Icon,X360,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.35
5339,Lunar 2: Eternal Blue Complete,PC,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35
5340,Street Fighter Alpha: Warriors' Dreams,PC4,1996,Fighting,Capcom,0,0,0.35,0,0.35
5341,Rugrats: Royal Ransom,PC4,2002,Platform,THQ,0.17,0.13,0,0.04,0.35
5342,Disney Fairies: Tinker Bell and the Great Fairy Rescue,Wii,2010,Adventure,Disney Interactive Studios,0.18,0.14,0,0.03,0.35
5343,MLB 06: The Show,PC4,2006,Sports,Sony Computer Entertainment,0.32,0,0,0.03,0.35
5344,F1 Race Stars,PC4,2012,Racing,Codemasters,0.06,0.21,0,0.08,0.35
5345,Over the Hedge,PC,2006,Platform,Activision,0.27,0.07,0,0.01,0.35
5346,Naruto Shippuden: Ultimate Ninja Impact,PC4,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.35
5347,Just Dance 2016,PC4,2015,Misc,Ubisoft,0.16,0.13,0,0.06,0.35
5348,Charlie and the Chocolate Factory,PC4,2005,Adventure,Global Star,0.17,0.13,0,0.04,0.35
5349,Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35
5350,UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.08,0.23,0,0.03,0.35
5351,Kurushi Final: Mental Blocks,PC,1998,Puzzle,Sony Computer Entertainment,0,0,0.32,0.02,0.34
5352,Style Lab: Jewelry Design,Wii,2009,Simulation,Ubisoft,0.32,0,0,0.02,0.34
5353,Risk / Battleship / Clue,PC,2005,Misc,Zoo Digital Publishing,0.25,0.09,0,0.01,0.34
5354,SD Gundam G Generation World,PC4,2011,Strategy,Namco Bandai Games,0,0,0.34,0,0.34
5355,LEGO Pirates of the Caribbean: The Video Game,PC4,2011,Action,Disney Interactive Studios,0.11,0.15,0,0.08,0.34
5356,The Wild Thornberrys Movie,PC,2002,Platform,THQ,0.25,0.09,0,0.01,0.34
5357,High School Musical 3: Senior Year DANCE!,PC4,2008,Misc,Disney Interactive Studios,0.17,0.13,0,0.04,0.34
5358,Dynasty Warriors 5 Empires,PC4,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34
5359,SoulCalibur,Wii,1999,Fighting,Namco Bandai Games,0,0,0.34,0,0.34
5360,WipEout 3,PC,1999,Racing,Psygnosis,0.19,0.13,0,0.02,0.34
5361,Etrian Odyssey,Wii,2007,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34
5362,Conan,PC4,2007,Action,THQ,0.13,0.15,0,0.06,0.34
5363,Classic NES Series: Ice Climber,PC,2004,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34
5364,Skylanders: Trap Team,X360,2014,Action,Activision,0.25,0.07,0,0.03,0.34
5365,Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,0.31,0,0,0.03,0.34
5366,F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.28,0.03,0,0.03,0.34
5367,Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34
5368,Freeway,X360,1980,Action,Activision,0.32,0.02,0,0,0.34
5369,Driver 2 Advance,PC,2002,Action,Atari,0.25,0.09,0,0.01,0.34
5370,Monster Rancher 4,PC4,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34
5371,Iron Man 2,Wii,2010,Action,Sega,0.15,0.16,0,0.03,0.34
5372,Chicken Riot,Wii,2010,Action,City Interactive,0.15,0.16,0,0.03,0.34
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PC4,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34
5374,Iron Storm,PC4,1995,Shooter,Sega,0,0,0.34,0,0.34
5375,Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.12,0,0.03,0.34
5376,MotorStorm: Arctic Edge,PC4,2009,Racing,Sony Computer Entertainment,0.07,0.03,0,0.25,0.34
5377,The Fairly Odd Parents: Shadow Showdown,PC,2004,Platform,THQ,0.25,0.09,0,0.01,0.34
5378,Radiant Historia,Wii,2010,Role-Playing,Atlus,0.24,0,0.09,0.02,0.34
5379,Marvel Super Heroes,PC,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34
5380,Super Bust-A-Move,PC4,2000,Puzzle,Acclaim Entertainment,0.17,0.13,0,0.04,0.34
5381,Hitman: Contracts,X360,2004,Shooter,Eidos Interactive,0.26,0.07,0,0.01,0.34
5382,Thunderstrike: Operation Phoenix,PC4,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34
5383,Alien's Return,X360,1982,Action,ITT Family Games,0.32,0.02,0,0,0.34
5384,Frostbite,X360,1983,Action,Activision,0.32,0.02,0,0,0.34
5385,LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.03,0.34
5386,Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0,0.03,0.34
5387,Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.29,0.03,0,0.02,0.34
5388,WWE Day of Reckoning 2,PC,2005,Fighting,THQ,0.26,0.07,0,0.01,0.34
5389,Dynasty Warriors 6 Empires,PC4,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34
5390,The Urbz: Sims in the City,X360,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01,0.34
5391,Fantastic Voyage,X360,1981,Action,20th Century Fox Video Games,0.32,0.02,0,0,0.34
5392,The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,0.13,0.17,0,0.04,0.34
5393,Bee Movie Game,Wii,2007,Action,Activision,0.31,0.01,0,0.03,0.34
5394,Silent Hill HD Collection,PC4,2012,Action,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34
5395,Night Warriors: Darkstalkers' Revenge,PC4,1995,Fighting,Virgin Interactive,0,0,0.34,0,0.34
5396,Off Road Challenge,X360,1998,Racing,GT Interactive,0.27,0.06,0,0,0.34
5397,Bank Heist,X360,1982,Action,20th Century Fox Video Games,0.32,0.02,0,0,0.34
5398,Harry Potter and the Half-Blood Prince,PC4,2009,Action,Electronic Arts,0.15,0.13,0,0.06,0.34
5399,Tom Clancy's Ghost Recon: Shadow Wars,X360,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34
5400,Backstreet Billiards,PC,1998,Misc,ASCII Entertainment,0.19,0.13,0,0.02,0.34
5401,MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.29,0.03,0,0.03,0.34
5402,Carnival,X360,1981,Shooter,Coleco,0.32,0.02,0,0,0.34
5403,Football Manager Handheld 2008,PC4,2007,Sports,Sega,0,0.34,0,0,0.34
5404,Leisure Suit Larry: Magna Cum Laude,PC4,2004,Adventure,Vivendi Games,0.17,0.13,0,0.04,0.34
5405,Harry Potter and the Deathly Hallows - Part 2,PC4,2011,Action,Electronic Arts,0.14,0.15,0,0.05,0.34
5406,MVP 06 NCAA Baseball,X360,2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34
5407,Momotarou Dentetsu DS: Tokyo & Japan,Wii,2007,Misc,Hudson Soft,0,0,0.34,0,0.34
5408,Point Blank,PC,1997,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34
5409,Bookworm,Wii,2009,Puzzle,PopCap Games,0.31,0.01,0,0.02,0.34
5410,Smart Girl's Party Game,Wii,2008,Misc,505 Games,0.31,0,0,0.02,0.34
5411,Rayman Legends,X360,2014,Platform,Ubisoft,0.13,0.18,0,0.03,0.34
5412,Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34
5413,Star Ocean: Second Evolution,PC4,2008,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34
5414,My Baby Boy,Wii,2008,Simulation,Nobilis,0.3,0.02,0,0.03,0.34
5415,Tiny Tank,PC,1998,Action,Sony Computer Entertainment,0.19,0.13,0,0.02,0.34
5416,Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.21,0,0.04,0.34
5417,Spy Hunter,X360,2002,Racing,Midway Games,0.25,0.07,0,0.01,0.34
5418,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34
5419,Imagine: Movie Star,Wii,2008,Simulation,Ubisoft,0.31,0,0,0.02,0.34
5420,NHL 09,PC4,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.34
5421,Zoo Tycoon (2013),X360,2013,Simulation,Microsoft Game Studios,0.18,0.13,0,0.03,0.34
5422,Herbie: Fully Loaded,PC,2005,Racing,Disney Interactive Studios,0.24,0.09,0,0.01,0.34
5423,The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.11,0.17,0,0.05,0.34
5424,Teenage Mutant Ninja Turtles,PC,2003,Action,Konami Digital Entertainment,0.26,0.07,0,0.01,0.34
5425,Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,0.21,0.1,0,0.03,0.34
5426,Disney Sing It: Pop Hits,PC4,2009,Misc,Disney Interactive Studios,0.1,0.02,0,0.22,0.34
5427,Buzz! The Ultimate Music Quiz,PC4,2010,Misc,Sony Computer Entertainment,0,0.25,0,0.08,0.34
5428,Persona 5,PC4,2016,Role-Playing,Atlus,0,0,0.34,0,0.34
5429,The Eye of Judgment,PC4,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.34
5430,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.29,0.02,0,0.03,0.34
5431,Modnation Racers: Road Trip,PC4,2012,Racing,Sony Computer Entertainment,0.17,0.12,0,0.05,0.34
5432,Dynasty Warriors: Gundam 2,PC4,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34
5433,Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.27,0.04,0,0.02,0.34
5434,Fade to Black,PC,1996,Action,Electronic Arts,0.19,0.13,0,0.02,0.34
5435,MXRider,PC4,2001,Racing,Atari,0.16,0.13,0,0.04,0.34
5436,Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.3,0.01,0,0.03,0.34
5437,Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.14,0,0.03,0.34
5438,Delta Force: Black Hawk Down,X360,2005,Shooter,NovaLogic,0.25,0.07,0,0.01,0.34
5439,Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,0.12,0.18,0,0.04,0.34
5440,World Championship Poker 2: Featuring Howard Lederer,PC4,2005,Misc,Oxygen Interactive,0.16,0.13,0,0.04,0.34
5441,Sengoku Musou 3 Z,PC4,2011,Action,Ackkstudios,0,0,0.33,0,0.33
5442,Operation Flashpoint: Red River,PC4,2011,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33
5443,Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33
5444,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,0.21,0.11,0,0.01,0.33
